"","mfl_id","name","team","draft_year","stats_global_id","fleaflicker_id","rotoworld_id","nfl_id","espn_id","sportsdata_id","draft_round","draft_pick","height","weight","college","birthdate","age","sleeper_id","first_name","last_name","fantasy_data_id","rotowire_id","gsis_id","stats_id","yahoo_id","displayname","mergename","pos","avg_salary","fa_yr","doECR","dpECR","rpECR"
"690","13722","Jarwin, Blake","DAL","2017","711965",NA,"12507",NA,NA,"43e8a6ac-d451-4dbd-b145-797764f91494",NA,NA,"77","260","Oklahoma State",1994-07-16,25.2,"4571","Blake","Jarwin",19457,12179,"00-0033658",711965,30784,"Blake Jarwin","blake jarwin","TE",0.6,2020,NA,40.3,40.7
"691","13724","James, Richie","SFO","2018","822644",NA,"13336",NA,NA,"4aae1781-1eec-48c0-b41f-e4fee61c3c32","7","22","69","176","Middle Tennessee State",1995-04-05,24.5,"5137","Richie","James",20077,12579,"00-0034286",822644,31210,"Richie James","richie james","WR",0.6,2022,298.5,131.8,NA
"692","13725","Warren, Chris","FA","2018","884299",NA,"13683",NA,NA,"86b05ebc-a22f-46a4-b521-67cc0b1fa206",NA,NA,"74","246","Texas",1996-06-06,23.3,"5587","Chris","Warren",20588,12867,"00-0034315",884299,31514,"Chris Warren","chris warren","RB",NA,NA,NA,NA,NA
"693","13726","Edmonds, Chase","ARI","2018","832900",NA,"13255",NA,NA,"d8d9b161-7ef4-42bf-89b7-7edf806a0ad1","4","34","69","205","Fordham",1996-04-13,23.5,"5000","Chase","Edmonds",19919,12667,"00-0034681",832900,31104,"Chase Edmonds","chase edmonds","RB",0.7,2022,192.6,62.7,61
"694","13728","Brown, Billy","IND","2017","1050875",NA,"12518",NA,NA,"4571c406-9d68-4b0e-9772-9d6069ef17f3",NA,NA,"76","255","Shepherd",1993-03-20,26.6,"4650","Billy","Brown",19547,11848,"00-0033735",1050875,30756,"Billy Brown","billy brown","TE",0.5,2021,NA,NA,NA
"695","13753","Akins, Jordan","HOU","2018","838396",NA,"13238",NA,NA,"0cb5a32a-a340-4671-ba2a-93f5fa6aee8d","3","34","76","243","UCF",1992-04-19,27.5,"5032","Jordan","Akins",19903,12568,"00-0034364",838396,31068,"Jordan Akins","jordan akins","TE",0.8,2022,NA,45.4,33.7
"696","13763","Dissly, Will","SEA","2018","837806",NA,"13246",NA,NA,"383f4814-6836-4766-a297-fc063e8509cc","4","20","76","265","Washington",1996-07-08,23.3,"5010","Will","Dissly",19950,12986,"00-0034159",837806,31090,"Will Dissly","will dissly","TE",0.8,2022,147.8,19.4,8.6
"697","13768","Smith, Ito","ATL","2018","835082",NA,"13252",NA,NA,"d033bdd4-2a32-4b08-a9a7-8365933816c3","4","26","69","195","Southern Miss",1995-09-11,24.1,"5004","Ito","Smith",19924,12835,"00-0034378",835082,31096,"Ito Smith","ito smith","RB",0.8,2022,153.4,51.1,58.6
"698","13772","Schultz, Dalton","DAL","2018","830523",NA,"13198",NA,NA,"8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a","4","37","77","260","Stanford",1996-07-11,23.3,"5001","Dalton","Schultz",19920,12514,"00-0034383",830523,31107,"Dalton Schultz","dalton schultz","TE",0.7,2022,NA,50,NA
"699","13776","Watson, Justin","TBB","2018","832220",NA,"13208",NA,NA,"bdb77276-7191-4454-85c2-e1693a33d709","5","7","75","215","Pennsylvania",1995-04-04,24.5,"5374","Justin","Watson",19922,12746,"00-0034386",832220,31114,"Justin Watson","justin watson","WR",0.7,2022,302.5,126,135
"700","13789","Wilkins, Jordan","IND","2018","749205",NA,"13276",NA,NA,"070850a3-7387-4836-b3eb-b1c8f8731aab","5","32","73","216","Mississippi",1994-07-18,25.2,"5100","Jordan","Wilkins",19979,12942,"00-0034400",749205,31139,"Jordan Wilkins","jordan wilkins","RB",0.7,2022,236.8,85.2,65.8
"701","13793","Valdes-Scantling, Marquez","GBP","2018","742382",NA,"13280",NA,NA,"e7f0a505-8060-403e-a3b3-9d4e88dda1dc","5","37","76","206","South Florida",1994-10-10,25,"5086","Marquez","Valdes-Scantling",19976,12934,"00-0034272",742382,31144,"Marquez Valdes-Scantling","marquez valdes-scantling","WR",0.7,2022,121,49.1,44.2
"702","13794","Ratley, Damion","CLE","2018","865803",NA,"13281",NA,NA,"6e01959d-9860-49e4-a997-eee257718812","6","1","74","200","Texas A&M",1995-04-16,24.5,"5080","Damion","Ratley",19969,12989,"00-0034273",865803,31148,"Damion Ratley","damion ratley","WR",0.7,2022,NA,NA,NA
"703","13807","Cantrell, Dylan","LAC","2018","748048",NA,"13292",NA,NA,"870e89e7-018a-466b-adff-d0fe872b3e20","6","17","75","226","Texas Tech",1994-06-29,25.3,"5103","Dylan","Cantrell",19982,12920,"00-0034409",748048,31161,"Dylan Cantrell","dylan cantrell","WR",0.5,2020,NA,NA,NA
"704","13809","Gage, Russell","ATL","2018","822014",NA,"13295",NA,NA,"4501e6f4-4683-4357-b241-8b4a0b6aae81","6","20","72","184","LSU",1996-01-22,23.7,"5110","Russell","Gage",20006,12992,"00-0034411",822014,31164,"Russell Gage","russell gage","WR",0.7,2022,NA,NA,NA
"705","13814","Scott, Boston","FA","2018","749635",NA,"13301",NA,NA,"768f6afa-ba24-40d9-bdc1-3184bba2ec2b","6","27","66","203","Louisiana Tech",1995-04-27,24.5,"5122","Boston","Scott",20039,12996,"00-0034414",749635,31171,"Boston Scott","boston scott","RB",NA,NA,NA,NA,NA
"706","13816","Cannon, Trenton","NYJ","2018","1075216",NA,"13304",NA,NA,"b89c853a-6bd8-42ec-ae52-a11831923631","6","30","71","185","Virginia State",1994-07-23,25.2,"5123","Trenton","Cannon",20040,12997,"00-0034164",1075216,31174,"Trenton Cannon","trenton cannon","RB",0.6,2022,NA,110.8,NA
"707","13819","Thomas, Jordan","HOU","2018","922092",NA,"13309",NA,NA,"f993832a-f81f-4706-90b8-80fd193bdfd7","6","37","77","277","Mississippi State",1996-08-02,23.2,"5117","Jordan","Thomas",20020,12697,"00-0034420",922092,31181,"Jordan Thomas","jordan thomas","TE",0.6,2022,NA,42.9,50
"708","13824","Etling, Danny","FA","2018","728374",NA,"13317",NA,NA,"e2104140-4ce0-42a8-8b00-346b4a9258b2","7","1","75","220","LSU",1994-07-22,25.2,"5120","Danny","Etling",20037,12950,"00-0034423",728374,31189,"Danny Etling","danny etling","QB",NA,NA,NA,NA,NA
"709","13825","McGough, Alex","HOU","2018","824864",NA,"13318",NA,NA,"b47fe0b2-e002-42a7-ab84-4b9e61adc9e3","7","2","75","214","Florida International",1995-11-19,23.9,"5124","Alex","McGough",20044,13003,"00-0034732",824864,31190,"Alex McGough","alex mcgough","QB",0.5,2020,NA,NA,NA
"710","13830","Williams, David","FA","2018","744612",NA,"13324",NA,NA,"f9e352ee-a6f6-4b92-8683-1867739d6d94","7","8","73","229","Arkansas",1994-06-17,25.3,"5115","David","Williams",20016,13005,"00-0034427",744612,31196,"David Williams","david williams","RB",NA,NA,NA,NA,NA
"711","13838","Bawden, Nick","DET","2018","823811",NA,"13333",NA,NA,"452520cc-4921-47f1-8d6a-55f7cee8bb0c","7","19","74","245","San Diego State",1996-06-22,23.3,NA,"Nick","Bawden",NA,NA,NA,NA,NA,"Nick Bawden","nick bawden","RB",NA,NA,NA,NA,NA
"712","13846","Woodside, Logan","FA","2018","732107",NA,"13348",NA,NA,"ddff375b-365e-4af1-b9ae-58d03b1b1195","7","31","73","213","Toledo",1995-01-27,24.7,"5128","Logan","Woodside",20055,12949,"00-0034438",732107,31219,"Logan Woodside","logan woodside","QB",NA,NA,NA,NA,NA
"713","13847","Izzo, Ryan","NEP","2018","834990",NA,"13349",NA,NA,"40b8fa44-b289-42dd-9606-a1ae30adc7bc","7","32","77","255","Florida State",1995-12-21,23.8,"5094","Ryan","Izzo",19988,12809,"00-0034270",861278,31127,"Ryan Izzo","ryan izzo","TE",0.6,2022,NA,NA,41
"714","13849","Nall, Ryan","FA","2018","838156",NA,"13796",NA,NA,"02880089-ccba-44f0-9d6c-fe6f12d15e5b",NA,NA,"74","232","Oregon State",1995-12-27,23.8,"5163","Ryan","Nall",20106,12513,"00-0034597",838156,31662,"Ryan Nall","ryan nall","RB",NA,NA,NA,NA,NA
"715","13850","Edwards, Gus","BAL","2018","739799",NA,"13606",NA,NA,"3ffc3993-461e-4477-9def-c9633b7feac1",NA,NA,"73","238","Rutgers",1995-04-13,24.5,"5248","Gus","Edwards",20239,13123,"00-0034184",739799,31424,"Gus Edwards","gus edwards","RB",0.6,2020,234,75.2,66.8
"716","13851","Hollister, Cody","FA","2017","696881",NA,"12769",NA,NA,"6a8b0081-6ac5-4eb7-8840-8fd633568e78",NA,NA,"76","216","Arkansas",1993-11-18,25.9,"4420","Cody","Hollister",19280,12926," 00-0033386",696881,30660,"Cody Hollister","cody hollister","WR",NA,NA,NA,NA,NA
"717","13857","Yelder, Deon","KCC","2018","750702",NA,"13688",NA,NA,"cad43704-4231-4a72-b616-c66642103452",NA,NA,"76","255","Western Kentucky",1995-03-06,24.6,"5277","Deon","Yelder",20332,13022,"00-0034319",750702,31519,"Deon Yelder","deon yelder","TE",0.5,2020,NA,NA,NA
"718","13858","Alexander, Deontez","FA","2018","952047",NA,"13837",NA,NA,"7ecb04f9-b8b7-419b-9f73-8a7f55804074",NA,NA,"73","196","Franklin",1996-07-25,23.2,"5703","Deontez","Alexander",20626,13309," 00-0034715",952047,31705,"Deontez Alexander","deontez alexander","WR",NA,NA,NA,NA,NA
"719","13861","Roberts, Austin","FA","2018","840790",NA,"13876",NA,NA,"184a2ef6-ddec-41e4-8fc1-87ac713e8831",NA,NA,"74","230","UCLA",1995-12-03,23.9,"5751","Austin","Roberts",20660,12583,"00-0034784",840790,31747,"Austin Roberts","austin roberts","TE",NA,NA,NA,NA,NA
"720","13862","Cracraft, River","FA","2017","749681",NA,"13054",NA,NA,"6124c4d4-337b-4926-b3f8-d2feb1c16fa9",NA,NA,"72","198","Washington State",1994-11-01,24.9,"4854","River","Cracraft",19755,12447,"00-0034054",749681,30955,"River Cracraft","river cracraft","WR",NA,NA,NA,NA,NA
"721","13863","Pringle, Byron","KCC","2018","913826",NA,"13666",NA,NA,"9e55ec9a-ce18-4b4b-b69f-e2d82c219846",NA,NA,"73","203","Kansas State",1993-11-17,25.9,"5199","Byron","Pringle",20150,12504,"00-0034297",913826,31496,"Byron Pringle","byron pringle","WR",0.5,2020,NA,91.5,92
"722","13864","Ward, Greg","FA","2017","741292",NA,"12815",NA,NA,"0832c8ad-0872-446f-ad6e-0e309e8443d1",NA,NA,"71","190","Houston",1995-07-12,24.3,"6744","Greg","Ward",19705,11883,"00-0033733",741292,30715,"Greg Ward","greg ward","WR",NA,NA,NA,NA,NA
"723","13865","Carter, Martez","FA","2018","844831",NA,"13582",NA,NA,"77002a9a-fa1d-4040-b7d5-976159aae433",NA,NA,"67","195","Grambling State",1993-03-08,26.6,"5138","Martez","Carter",20078,12893," 00-0034099",844831,31396,"Martez Carter","martez carter","RB",NA,NA,NA,NA,NA
"724","13868","Boone, Mike","MIN","2018","842181",NA,"13438",NA,NA,"9424475a-fba7-4bfd-b79c-f372ad28082a",NA,NA,"70","206","Cincinnati",1995-06-30,24.3,"5209","Mike","Boone",20159,13067,"00-0034208",842181,31228,"Mike Boone","mike boone","RB",0.6,2021,NA,77.5,85
"725","13871","Hilliard, Dontrell","CLE","2018","821729",NA,"13638",NA,NA,"ef21feb3-991e-42d7-bb16-8bc92f7894bf",NA,NA,"71","202","Tulane",1995-02-26,24.6,"5536","Dontrell","Hilliard",20566,13135,"00-0034253",821729,31457,"Dontrell Hilliard","dontrell hilliard","RB",0.5,2020,284.5,87.1,70
"726","13872","Hunt, Cole","FA","2018","746513",NA,"13811",NA,NA,"8e73bb69-7907-4220-a09d-d97efc006606",NA,NA,"79","225","TCU",1995-05-30,24.4,"5231","Cole","Hunt",20152,13052,"00-0034549",746513,31680,"Cole Hunt","cole hunt","TE",NA,NA,NA,NA,NA
"727","13873","Boyle, Tim","GBP","2018","741447",NA,"13613",NA,NA,"d897b70f-29d9-477e-a72a-c9bfbadb70d3",NA,NA,"76","232","Eastern Kentucky",1994-10-03,25,"5257","Tim","Boyle",20283,13109,"00-0034177",741447,31431,"Tim Boyle","tim boyle","QB",0.6,2021,NA,NA,NA
"728","13874","Wilson, Shaun","WAS","2018","830812",NA,"13476",NA,NA,"3d36bdab-2521-44da-8ede-30226510c2b0",NA,NA,"69","185","Duke",1995-12-02,23.9,"5395","Shaun","Wilson",20472,13070,"00-0034621",830812,31278,"Shaun Wilson","shaun wilson","RB",0.5,2021,NA,NA,NA
"729","13875","Thompson, Mark","FA","2018","910402",NA,"13605",NA,NA,"9ceb92c0-25d4-4e05-848f-1ddce1774410",NA,NA,"73","240","Florida",1994-12-09,24.8,"5463","Mark","Thompson",20561,13108,"00-0034200",910402,31423,"Mark Thompson","mark thompson","RB",NA,NA,NA,NA,NA
"730","13878","Board, C.J.","JAC","2017","695408",NA,"12644",NA,NA,"8db3a609-73f4-4797-ae22-8adf024d473c",NA,NA,"73","181","Chattanooga",1993-12-12,25.8,"4344","C.J.","Board",19200,12443,"00-0033367",695408,30513,"CJ Board","cj board","WR",0.5,2021,NA,NA,NA
"731","13879","Allen, Kyle","CAR","2018","822350",NA,"13495",NA,NA,"d2023f5b-f73b-43ad-a816-f10dadfdfaed",NA,NA,"75","210","Houston",1996-03-08,23.6,"5127","Kyle","Allen",20053,12623,"00-0034577",822350,31301,"Kyle Allen","kyle allen","QB",0.5,2020,NA,35.3,31.5
"732","13880","Arnold, Dan","FA","2017","1053627",NA,"12972",NA,NA,"d479a777-b53b-4bbf-a8e4-0c1675ac48df",NA,NA,"78","220","Wisconsin-Platteville",1995-03-15,24.6,"4741","Dan","Arnold",19659,12276,"00-0034011",1053627,30891,"Dan Arnold","dan arnold","TE",NA,NA,NA,NA,NA
"733","13881","Veasy, Jordan","FA","2018","911523",NA,"13769",NA,NA,"fb815f81-3759-4194-bff9-1982fb2dd9a0",NA,NA,"75","221","California",1995-06-23,24.3,"5293","Jordan","Veasy",20376,13304,"00-0034669",911523,31626,"Jordan Veasy","jordan veasy","WR",NA,NA,NA,NA,NA
"734","13882","Kirkwood, Keith","NOS","2018","746244",NA,"13686",NA,NA,"430446f6-a74c-496b-8f49-4464e7d8149d",NA,NA,"75","210","Temple",1993-12-26,25.8,"5134","Keith","Kirkwood",20071,13019,"00-0034317",746244,31517,"Keith Kirkwood","keith kirkwood","WR",0.5,2020,NA,130.3,115
"735","13883","Patterson, Damoun","FA","2018","822636",NA,"13833",NA,NA,"c8eaac0c-9d03-49f3-9188-ba9e856e3b49",NA,NA,"74","190","Youngstown State",1994-09-16,25.1,"5125","Damoun","Patterson",20049,13020,"00-0034698",822636,31701,"Damoun Patterson","damoun patterson","WR",NA,NA,NA,NA,NA
"736","13884","Smith, Vyncint","NYJ","2018","850603",NA,"13746",NA,NA,"a63918a5-da89-40d9-8518-30a3e0e46da1",NA,NA,"75","202","Limestone",1996-06-09,23.3,"5260","Vyncint","Smith",20295,12979,"00-0034631",850603,31588,"Vyncint Smith","vyncint smith","WR",0.6,0,NA,NA,NA
"737","13890","Croom, Jason","BUF","2017","690029",NA,"12709",NA,NA,"e17b5817-d955-42be-bb8d-e34d89f6dd71",NA,NA,"77","246","Tennessee",1994-02-28,25.6,"4536","Jason","Croom",19415,12082,"00-0033627",690029,30594,"Jason Croom","jason croom","TE",0.5,2020,NA,NA,NA
"738","13891","Newsome, Detrez","FA","2018","834487",NA,"13816",NA,NA,"65def267-986f-4d5d-96fb-42b9209833b1",NA,NA,"70","210","Western Carolina",1994-03-06,25.6,"5266","Detrez","Newsome",20309,13057,"00-0034565",834487,31685,"Detrez Newsome","detrez newsome","RB",NA,NA,NA,NA,NA
"739","13892","Litton, Chase","FA","2018","868034",NA,"13388",NA,NA,"e1767e07-8ccd-479e-b356-b7024084518f",NA,NA,"77","230","Marshall",1995-10-05,24,"5263","Chase","Litton",20305,12638,"00-0034291",868034,31490,"Chase Litton","chase litton","QB",NA,NA,NA,NA,NA
"740","13893","Sherfield, Trent","ARI","2018","835861",NA,"13513",NA,NA,"18ccb826-5584-4f6a-8434-cf9a3b927b0f",NA,NA,"73","205","Vanderbilt",1996-02-26,23.6,"5154","Trent","Sherfield",20081,13061,"00-0034487",835861,31320,"Trent Sherfield","trent sherfield","WR",0.6,2021,NA,141.3,132
"741","13895","Sims, Cam","WAS","2018","824541",NA,"13589",NA,NA,"f4f11bc2-2fe6-4da8-a83c-63085788e789",NA,NA,"77","220","Alabama",1996-01-06,23.8,"5432","Cam","Sims",20529,13101,"00-0034104",824541,31405,"Cam Sims","cam sims","WR",0.5,2020,NA,NA,NA
"742","13896","Martin, Robert","FA","2018","838246",NA,"13836",NA,NA,"845d6938-ca66-42a3-8913-1772bb8de446",NA,NA,"71","212","Rutgers",1995-09-04,24.1,"5700","Robert","Martin",20624,13312,"00-0034708",838246,31704,"Robert Martin","robert martin","RB",NA,NA,NA,NA,NA
"743","13899","Ishmael, Steve","IND","2018","836224",NA,"13555",NA,NA,"dd75b91c-07ff-4aa2-8409-02841824fee2",NA,NA,"74","212","Syracuse",1995-07-18,24.2,"5262","Steve","Ishmael",20298,13075,"00-0034087",836224,31369,"Steve Ishmael","steve ishmael","WR",0.5,2021,NA,NA,NA
"744","13904","Grant, Janarion","FA","2018","746179",NA,"13675",NA,NA,"393cdcc9-20ec-4d07-b8bf-6848398b6ab8",NA,NA,"70","173","Rutgers",1993-11-20,25.9,"5567","Janarion","Grant",20585,12760,"00-0034307",746179,31506,"Janarion Grant","janarion grant","WR",NA,NA,NA,NA,NA
"745","13905","Jones, J.J.","FA","2018","1116519",NA,"13814",NA,NA,"d5d86ddc-97e5-4acf-867f-a2a741071c22",NA,NA,"70","174","West Georgia",1992-12-06,26.8,NA,"J.J.","Jones",NA,NA,NA,NA,NA,"JJ Jones","jj jones","WR",NA,NA,NA,NA,NA
"746","13910","Powell, Brandon","FA","2018","820435",NA,"13782",NA,NA,"5ec01774-4a79-40aa-be4a-e33c71bd5bf4",NA,NA,"68","188","Florida",1996-09-12,23.1,"5695","Brandon","Powell",20487,13036,"00-0034646",820435,31641,"Brandon Powell","brandon powell","WR",NA,NA,NA,NA,NA
"747","13911","Willies, Derrick","FA","2018","740743",NA,"13642",NA,NA,"bdeddbb2-2b56-4b46-915b-19eb71fbbe45",NA,NA,"76","207","Texas Tech",1994-10-17,25,"5539","Derrick","Willies",20477,13138,"00-0034258",740743,31462,"Derrick Willies","derrick willies","WR",NA,NA,NA,NA,NA
"748","13912","Batson, Cameron","TEN","2018","839009",NA,"13767",NA,NA,"54c60acc-65ac-4e63-a988-697ee26e862a",NA,NA,"68","175","Texas Tech",1995-12-20,23.8,"5289","Cameron","Batson",20372,13206,"00-0034652",839009,31623,"Cameron Batson","cameron batson","WR",0.5,2020,NA,NA,NA
"749","13916","Howell, Buddy","HOU","2018","833687",NA,"13704",NA,NA,"7f5c931b-4ebd-4309-a1d2-e04a5cf782e8",NA,NA,"73","218","Florida Atlantic",1996-03-27,23.5,"5271","Buddy","Howell",20318,13185,"00-0034449",833687,31537,"Buddy Howell","buddy howell","RB",0.6,2021,NA,NA,NA
"750","13919","Firkser, Anthony","TEN","2018","767297",NA,"12691",NA,NA,"b0719e3d-199b-46e5-a2b4-1091f6fd5c0d",NA,NA,"74","246","Harvard",1995-02-19,24.6,"4435","Anthony","Firkser",19296,12235,"00-0033455",767297,30571,"Anthony Firkser","anthony firkser","TE",NA,NA,NA,62.3,NA
"751","13924","Ortiz, Ricky","FA","2017","695140",NA,"12648",NA,NA,"f0b08802-f6f8-4dba-b53e-e26eb75a32e7",NA,NA,"72","230","Oregon State",1994-04-15,25.5,"4350","Ricky","Ortiz",19206,12118,"00-0033374",695140,30517,"Ricky Ortiz","ricky ortiz","RB",NA,NA,NA,NA,NA
"752","13940","Mundt, Johnny","LAR","2017","740704",NA,"12525",NA,NA,"6414998b-5831-44aa-8bd8-39e42a323c2c",NA,NA,"76","233","Oregon",1994-11-23,24.9,"4314","Johnny","Mundt",19165,12316,"00-0033246",740704,30373,"Johnny Mundt","johnny mundt","TE",0.5,2020,NA,NA,NA
"753","13958","Turner, De'Lance","FA","2018","887450",NA,"13607",NA,NA,"b928bd74-ad93-4251-9c96-300bfa04857e",NA,NA,"71","214","Alcorn State",1995-08-23,24.1,"5464","De'Lance","Turner",20562,13130,"00-0034201",887450,31425,"DeLance Turner","delance turner","RB",NA,NA,NA,NA,NA
"754","13961","Dawkins, Dalyn","TEN","2018","749064",NA,"13765",NA,NA,"12c39c1f-d579-4bd5-b736-62afd23b8208",NA,NA,"67","183","Colorado State",1994-12-26,24.8,"5619","Dalyn","Dawkins",20600,13293,"00-0034654",749064,31620,"Dalyn Dawkins","dalyn dawkins","RB",0.6,2021,NA,NA,NA
"755","13963","Hodge, KhaDarel","CLE","2018","757521",NA,"13899",NA,NA,"6f124753-5c6c-454b-97c7-0f9b4d14e7c2",NA,NA,"74","205","Prairie View A&M",1995-01-03,24.8,"5773","KhaDarel","Hodge",20679,13418,"00-0034854",757521,31769,"KhaDarel Hodge","khadarel hodge","WR",0.6,2020,NA,NA,NA
"756","13968","Mullens, Nick","SFO","2017","748309",NA,"12684",NA,NA,"7738fea8-7ea2-4c4c-b589-bca90b070819",NA,NA,"73","210","Southern Miss",1995-03-21,24.6,"4464","Nick","Mullens",19330,12511,"00-0033319",748309,30563,"Nick Mullens","nick mullens","QB",0.5,2020,NA,42.8,43
"757","13969","Davis, Jawill","FA","2018","788342",NA,"13717",NA,NA,"0f28eda1-8042-4d0c-9392-81ef58be62a5",NA,NA,"73","191","Bethune-Cookman",1995-04-06,24.5,"5175","Jawill","Davis",20170,13275,"00-0034499",788342,31551,"Jawill Davis","jawill davis","WR",NA,NA,NA,NA,NA
"758","13978","Dickerson, Garrett","NYG","2018","830838",NA,"13881",NA,NA,"a9a138f8-372d-4d49-9e6e-5e423ce885fb",NA,NA,"75","252","Northwestern",1995-12-30,23.8,"5756","Garrett","Dickerson",20663,13357,"00-0034795",830838,31751,"Garrett Dickerson","garrett dickerson","TE",0.5,2020,NA,NA,NA
"759","13979","Grinnage, David","FA","2018","691627",NA,"11585",NA,NA,NA,NA,NA,"77","265","North Carolina State",1994-02-24,25.6,NA,"David","Grinnage",NA,NA,NA,NA,NA,"David Grinnage","david grinnage","TE",NA,NA,NA,NA,NA
"760","13988","Dwelley, Ross","SFO","2018","752665",NA,"13522",NA,NA,"70473218-5ae3-47b4-86fd-151e68f1e8b9",NA,NA,"77","235","San Diego",1995-01-26,24.7,"5285","Ross","Dwelley",20361,13030,"00-0034073",752665,31329,"Ross Dwelley","ross dwelley","TE",0.5,2020,NA,NA,NA
"761","13990","Scott, Da'Mari","FA","2018","752015",NA,"13641",NA,NA,"aec7472c-3e0b-443f-8c48-cd8cf0e9734c",NA,NA,"72","205","Fresno State",1995-08-08,24.2,"5166","Da'Mari","Scott",20117,13136,"00-0034256",752015,31460,"DaMari Scott","damari scott","WR",NA,NA,NA,NA,NA
"762","13991","Henderson, Quadree","FA","2018","879280",NA,"13393",NA,NA,"e120460b-5596-49ba-a601-b3d9ef9f5883",NA,NA,"68","190","Pittsburgh",1996-09-12,23.1,"5279","Quadree","Henderson",20341,12461,"00-0034206",879280,31486,"Quadree Henderson","quadree henderson","WR",NA,NA,NA,NA,NA
"763","13994","Brown, Pharaoh","CLE","2017","689689",NA,"12737",NA,NA,"6733b953-de77-44e5-acbf-c2d3a0940243",NA,NA,"78","258","Oregon",1994-05-04,25.4,"4443","Pharaoh","Brown",19304,11887,"00-0033439",689689,30627,"Pharaoh Brown","pharaoh brown","TE",0.5,2020,NA,NA,NA
"764","13995","Franks, Jordan","FA","2018","838400",NA,"13724",NA,NA,"501aa2d9-4202-40e8-810b-92cacea26cd7",NA,NA,"76","240","UCF",1996-02-01,23.7,"5253","Jordan","Franks",20264,13247,"00-0034532",838400,31561,"Jordan Franks","jordan franks","TE",NA,NA,NA,NA,NA
"765","13999","Beebe, Chad","MIN","2018","746577",NA,"13677",NA,NA,"50eb4454-71bf-4012-a216-2fc9770ffd86",NA,NA,"70","183","Northern Illinois",1994-06-01,25.4,"5570","Chad","Beebe",20582,13164,"00-0034309",746577,31508,"Chad Beebe","chad beebe","WR",0.6,2021,NA,154,134
"766","14009","Blacknall, Saeed","FA","2018","835780",NA,"13653",NA,NA,"6427f177-527b-435a-bcd1-27cf913f7e24",NA,NA,"75","212","Penn State",1996-03-17,23.6,"5135","Saeed","Blacknall",20073,13028,"00-0034170",835780,31479,"Saeed Blacknall","saeed blacknall","WR",NA,NA,NA,NA,NA
"767","14015","Tolliver, Jalen","FA","2018","1115408",NA,"13515",NA,NA,"56143424-550f-4929-8e0f-13ebf556f8e2",NA,NA,"75","210","Arkansas-Monticello",1995-12-30,23.8,"5383","Jalen","Tolliver",20462,13220,"00-0034489",1115408,31322,"Jalen Tolliver","jalen tolliver","WR",NA,NA,NA,NA,NA
"768","14017","Wilson, Jeffery","SFO","2018","834195",NA,"13578",NA,NA,"72cf3127-3953-4fd8-8049-3de1b6fa9825",NA,NA,"72","213","North Texas",1995-11-16,23.9,"5284","Jeffery","Wilson",20360,12932,"00-0034115",834195,31394,"Jeffery Wilson","jeffery wilson","RB",NA,NA,NA,NA,NA
"769","14029","Ford, Keith","FA","2018","747985",NA,"13747",NA,NA,"63a42b17-bb3e-4e68-970f-aa2fffee4d10",NA,NA,"70","219","Texas A&M",1994-04-18,25.5,"5624","Keith","Ford",20598,12894,"00-0034509",747985,31595,"Keith Ford","keith ford","RB",NA,NA,NA,NA,NA
"770","14035","Coleman, Lavon","FA","2018","747892",NA,"13734",NA,NA,"fa890b86-8204-40b0-ab8a-301a35d15ad6",NA,NA,"71","216","Washington",1994-12-10,24.8,"5259","Lavon","Coleman",20294,12895,"00-0034624",747892,31575,"Lavon Coleman","lavon coleman","RB",NA,NA,NA,NA,NA
"771","14045","Lacy, Chris","FA","2018","835417",NA,"13669",NA,NA,"b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01",NA,NA,"75","206","Oklahoma State",1996-01-28,23.7,"5661","Chris","Lacy",20511,12952,"00-0034593",835417,31651,"Chris Lacy","chris lacy","WR",NA,NA,NA,NA,NA
"772","14046","Kidsy, Darvin","FA","2018","743761",NA,"13850",NA,NA,"c99cb557-3364-4755-a353-82737ba1de6b",NA,NA,"72","180","Texas Southern",1995-03-19,24.6,"5722","Darvin","Kidsy",20478,13321,"00-0034710",743761,31722,"Darvin Kidsy","darvin kidsy","WR",NA,NA,NA,NA,NA
"773","14056","Murray, Kyler","ARI","2019","879799",NA,"13950",NA,NA,"dd5a6b6e-ffae-45a5-b8e6-718a9251f374","1","1","70","207","Oklahoma",1997-08-07,22.2,"5849","Kyler","Murray",20889,13613," 00-0035228",879799,31833,"Kyler Murray","kyler murray","QB",8.8,2024,87.3,8.2,8.8
"774","14057","Lock, Drew","DEN","2019","882345",NA,"13992",NA,NA,"94325301-e0ad-4a9f-a0e5-ffec0f529be3","2","10","76","228","Missouri",1996-11-10,22.9,"5854","Drew","Lock",20859,13736," 00-0035704",882345,31874,"Drew Lock","drew lock","QB",1.8,2023,250,35.9,45
"775","14058","Haskins, Dwayne","WAS","2019","946582",NA,"13979",NA,NA,"c826e17b-bd54-41d9-bf6a-7b111f7f8095","1","15","75","231","Ohio State",1997-05-03,22.4,NA,"Dwayne","Haskins",NA,NA,NA,NA,NA,"Dwayne Haskins","dwayne haskins","QB",3.6,2024,179,25.4,34
